Dennis has seen this tooth that Kristin was n't concealing that is astounding men . <eos>	[5.545644760131836, 5.381830215454102, 4.654043197631836, 4.935761451721191, 6.172086238861084, 4.1848320960998535, 4.781164169311523, 5.743033409118652, 6.059520721435547, 5.772765159606934, 3.036461353302002, 5.183443546295166, 5.720694541931152, 1.9206002950668335, 2.9648609161376953, 2.6730799618235324e-07]	[10.090421676635742, 7.710294723510742, 5.7994794845581055, 4.265229225158691, 12.183250427246094, 5.147103309631348, 15.672530174255371, 4.883411407470703, 5.7193756103515625, 10.369752883911133, 5.610074996948242, 4.75638484954834, 13.425483703613281, 12.404675483703613, 1.3444242477416992, -0.0]	Dennis has seen who this tooth that Kristin was n't concealing is astounding men . <eos>	[5.545644760131836, 5.381830215454102, 4.654043197631836, 4.935761451721191, 5.510031700134277, 5.076760768890381, 3.9748778343200684, 5.2323503494262695, 5.656063556671143, 6.1411967277526855, 5.890625953674316, 3.408987045288086, 5.873525619506836, 1.6866668462753296, 2.846059560775757, 2.671076231308689e-07]	[10.090421676635742, 7.710294723510742, 5.7994794845581055, 10.582710266113281, 7.658462047576904, 12.239912033081055, 8.669599533081055, 16.38384246826172, 3.6453561782836914, 7.513334274291992, 10.937431335449219, 3.2161483764648438, 12.148022651672363, 11.449583053588867, 1.2807464599609375, -0.0]
Kirsten forgot that pedestrian that teachers had n't bothered that reveals these shirts . <eos>	[5.545644760131836, 4.0471649169921875, 2.8338167667388916, 3.7528274059295654, 5.977066993713379, 5.058799743652344, 3.8259096145629883, 5.000316619873047, 5.013328552246094, 2.0490469932556152, 5.221066474914551, 3.900848150253296, 5.820116996765137, 2.6775898933410645, 2.801692176035431e-07]	[13.06247615814209, 13.603647232055664, 3.105046272277832, 16.972881317138672, 7.544713973999023, 13.556084632873535, 2.4219322204589844, 4.773039817810059, 6.327414512634277, 6.019277572631836, 13.312213897705078, 6.65587043762207, 12.244314193725586, 0.7379016876220703, -0.0]	Kirsten forgot what that pedestrian that teachers had n't bothered reveals these shirts . <eos>	[5.545644760131836, 4.0471649169921875, 2.8338167667388916, 4.188870429992676, 4.708677291870117, 4.342418670654297, 4.881753921508789, 4.08692741394043, 4.958920478820801, 4.97884464263916, 2.02483868598938, 3.3686304092407227, 5.905769348144531, 2.826702117919922, 2.74631389629576e-07]	[13.06247615814209, 13.603647232055664, 4.757375717163086, 6.947319030761719, 15.567306518554688, 6.799952507019043, 12.522052764892578, 2.5420618057250977, 5.2227325439453125, 7.2018585205078125, 14.886638641357422, 8.47907829284668, 10.564661026000977, 0.8951206207275391, -0.0]
Nicole has investigated all drivers that cucumbers should n't astound that ca n't respect every teacher . <eos>	[5.545644283294678, 4.762585639953613, 4.8240509033203125, 4.331594467163086, 3.792168378829956, 3.789322853088379, 5.237510681152344, 3.99222731590271, 4.457982540130615, 4.52142333984375, 4.034307479858398, 5.939064979553223, 0.26048925518989563, 4.412805080413818, 3.5172150135040283, 5.495712757110596, 3.2674951553344727, 2.785116635095619e-07]	[11.9794921875, 7.565386772155762, 9.410833358764648, 4.575132369995117, 10.607776641845703, 4.977482795715332, 17.240585327148438, 5.084293365478516, 5.781766891479492, 4.924521446228027, 6.118765830993652, 8.098116874694824, 0.06220817565917969, 10.03642749786377, 8.206266403198242, 8.509636878967285, 1.3455686569213867, -0.0]	Nicole has investigated who all drivers that cucumbers should n't astound ca n't respect every teacher . <eos>	[5.545644283294678, 4.762585639953613, 4.8240509033203125, 4.331594467163086, 5.752455711364746, 5.800049781799316, 5.059342861175537, 5.438078880310059, 3.7216968536376953, 3.7928502559661865, 4.524811267852783, 4.23684024810791, 0.7608045339584351, 5.391821384429932, 3.946547746658325, 5.378792762756348, 3.5217652320861816, 2.8032530963173485e-07]	[11.9794921875, 7.565386772155762, 9.410833358764648, 6.993394374847412, 5.985350608825684, 9.886093139648438, 6.070302963256836, 16.923635482788086, 4.70748233795166, 6.00344181060791, 5.440173149108887, 9.546781539916992, 0.16634559631347656, 8.64889907836914, 8.101971626281738, 8.405296325683594, 1.4540472030639648, -0.0]
Melanie had thought about some scarf that Jason should notice that bothered cashiers . <eos>	[5.545644760131836, 5.24162483215332, 5.068069934844971, 3.2403249740600586, 4.8139190673828125, 5.200385093688965, 4.86993932723999, 3.761997938156128, 3.8398208618164062, 4.434510231018066, 2.4930217266082764, 3.422994375228882, 3.7241406440734863, 3.871870517730713, 2.7237163635618344e-07]	[12.208250999450684, 8.44588851928711, 7.981884956359863, 4.468255996704102, 5.6846466064453125, 14.863821983337402, 3.0702953338623047, 11.594718933105469, 6.439533233642578, 10.281844139099121, 4.0735673904418945, 13.996842384338379, 4.507500648498535, 1.273672103881836, -0.0]	Melanie had thought about who some scarf that Jason should notice bothered cashiers . <eos>	[5.545644760131836, 5.24162483215332, 5.068069934844971, 3.2403249740600586, 4.8139190673828125, 3.9598448276519775, 5.489893436431885, 4.107398509979248, 4.337741851806641, 4.308127403259277, 4.278428077697754, 3.0022878646850586, 3.238058567047119, 3.3832151889801025, 2.711985018777341e-07]	[12.208250999450684, 8.44588851928711, 7.981884956359863, 4.468255996704102, 6.487517356872559, 9.516407012939453, 15.086748123168945, 6.59782600402832, 11.764787673950195, 6.752124786376953, 10.022991180419922, 13.808904647827148, 5.3222503662109375, 1.0625076293945312, -0.0]
Stephanie had n't questioned the senators that Alan is n't attacking that have looked like every picture . <eos>	[5.545644283294678, 5.568201065063477, 4.962421417236328, 4.586899280548096, 3.5463099479675293, 7.149787902832031, 2.8938939571380615, 4.756047248840332, 4.883707046508789, 5.832883834838867, 5.540918350219727, 2.872217893600464, 5.233412742614746, 4.151357650756836, 3.5634007453918457, 4.759225845336914, 4.717162132263184, 3.527649164199829, 2.8951805575161416e-07]	[12.1594820022583, 6.514537811279297, 5.934983253479004, 8.019797325134277, 1.4551620483398438, 11.556885719299316, 5.176227569580078, 9.239542007446289, 4.772857666015625, 5.238885879516602, 7.681722640991211, 7.236021995544434, 7.806743144989014, 8.061777114868164, 1.5538148880004883, 9.526074409484863, 8.61293888092041, 1.519021987915039, -0.0]	Stephanie had n't questioned what the senators that Alan is n't attacking have looked like every picture . <eos>	[5.545644283294678, 5.568201065063477, 4.962421417236328, 4.586899280548096, 3.5463099479675293, 4.235589981079102, 7.052496910095215, 3.689037561416626, 4.021448135375977, 4.60499382019043, 5.112189292907715, 5.032432556152344, 3.0212695598602295, 3.828641414642334, 3.3566384315490723, 2.7274394035339355, 3.534943103790283, 4.107887268066406, 2.8365630555526877e-07]	[12.1594820022583, 6.514537811279297, 5.934983253479004, 8.019797325134277, 3.3973007202148438, 1.8268413543701172, 10.977461814880371, 7.92520809173584, 10.837862968444824, 6.1689300537109375, 7.546760559082031, 7.602139472961426, 7.103532791137695, 8.125040054321289, 1.7783594131469727, 9.486274719238281, 9.49919605255127, 1.7703418731689453, -0.0]
Diana would notice the candles that Heather brought that shocked a lot of patients . <eos>	[5.545644760131836, 3.817439079284668, 4.530446529388428, 3.80595064163208, 7.639550685882568, 4.198858261108398, 4.7969889640808105, 4.0312066078186035, 3.179008722305298, 4.1840386390686035, 3.2646536827087402, 5.16688346862793, 0.9975915551185608, 4.884626388549805, 2.986051321029663, 2.685443405425758e-07]	[10.507627487182617, 7.503358364105225, 9.509133338928223, 1.484848976135254, 13.129353523254395, 3.6698551177978516, 12.452028274536133, 5.36637020111084, 8.294564247131348, 9.613637924194336, 5.520286560058594, 5.6752119064331055, 0.18225860595703125, 5.876198768615723, 0.9263515472412109, -0.0]	Diana would notice who the candles that Heather brought shocked a lot of patients . <eos>	[5.545644760131836, 3.817439079284668, 4.530446529388428, 3.80595064163208, 5.170143127441406, 7.1596784591674805, 3.6932857036590576, 4.736323356628418, 3.6922659873962402, 3.6025848388671875, 4.150727272033691, 5.433756351470947, 0.960345983505249, 4.521225452423096, 3.135585308074951, 2.7368184873921564e-07]	[10.507627487182617, 7.503358364105225, 9.509133338928223, 7.586525917053223, 3.909243583679199, 12.566853523254395, 7.406745910644531, 13.11700439453125, 5.781246185302734, 11.947890281677246, 5.367366790771484, 4.558289527893066, 0.16910552978515625, 6.523693084716797, 0.9485511779785156, -0.0]
Bradley is n't researching these governments that Regina notices that could discuss all men . <eos>	[5.545644760131836, 4.55802583694458, 5.372958183288574, 5.430782318115234, 4.165290832519531, 6.3944292068481445, 2.8686349391937256, 5.144491195678711, 4.655445098876953, 4.2469072341918945, 5.2053093910217285, 3.733293056488037, 4.381481647491455, 4.280018329620361, 2.986213207244873, 2.7754344955610577e-07]	[11.304454803466797, 4.939482688903809, 7.388522148132324, 11.642946243286133, 5.348203659057617, 10.583813667297363, 5.575028419494629, 13.913500785827637, 10.479896545410156, 3.784329414367676, 7.309781551361084, 10.637960433959961, 5.480405807495117, 7.845828056335449, 1.8099727630615234, -0.0]	Bradley is n't researching who these governments that Regina notices could discuss all men . <eos>	[5.545644760131836, 4.55802583694458, 5.372958183288574, 5.430782318115234, 4.165290832519531, 5.129029273986816, 6.372964859008789, 4.035427093505859, 5.047524452209473, 4.496628761291504, 3.760854482650757, 3.859358787536621, 2.477893352508545, 4.229937553405762, 3.3762192726135254, 2.7958233772551466e-07]	[11.304454803466797, 4.939482688903809, 7.388522148132324, 11.642946243286133, 6.736815452575684, 7.819650173187256, 9.96198558807373, 8.989133834838867, 15.802159309387207, 11.739051818847656, 6.728503227233887, 10.099014282226562, 7.421092987060547, 7.559822082519531, 1.6838951110839844, -0.0]
Anna noticed a movie theater that some photograph is n't looking like that disturbed this child . <eos>	[5.545644283294678, 5.1095380783081055, 3.292692184448242, 6.993703842163086, 4.602483749389648, 4.806889533996582, 4.421029090881348, 5.377849578857422, 4.064094543457031, 5.871821403503418, 5.9529876708984375, 2.6100645065307617, 2.538637161254883, 4.611068248748779, 4.611721992492676, 5.466652870178223, 2.1079020500183105, 2.663046529960411e-07]	[10.601720809936523, 12.85172176361084, 3.0711851119995117, 8.001827239990234, 4.6359405517578125, 2.030447006225586, 8.574528694152832, 11.556687355041504, 3.7904605865478516, 5.8834686279296875, 7.233919143676758, 2.5739307403564453, 5.431180953979492, 11.207898139953613, 7.090456962585449, 5.946478843688965, 0.5331306457519531, -0.0]	Anna noticed who a movie theater that some photograph is n't looking like disturbed this child . <eos>	[5.545644283294678, 5.1095380783081055, 3.292692184448242, 4.990006446838379, 6.946048259735107, 5.284210205078125, 4.864853858947754, 4.68557071685791, 5.295810699462891, 3.987086534500122, 5.614489555358887, 5.804444789886475, 2.8601880073547363, 2.78690242767334, 2.7594754695892334, 4.316179275512695, 3.1509618759155273, 2.7898528287551017e-07]	[10.601720809936523, 12.85172176361084, 8.061832427978516, 7.262474060058594, 7.268514156341553, 5.159448623657227, 4.932926177978516, 8.990143775939941, 11.456418991088867, 3.091684341430664, 6.525718688964844, 6.886558532714844, 2.410099983215332, 13.87987232208252, 8.251059532165527, 8.125079154968262, 0.8537693023681641, -0.0]
Lori thought about the girls that all girls attack that impresses these teachers . <eos>	[5.545644760131836, 5.410104751586914, 3.863051176071167, 4.377121925354004, 7.378774166107178, 3.163834810256958, 4.840688705444336, 5.297196388244629, 4.561892986297607, 3.6988110542297363, 5.421203136444092, 4.208913803100586, 6.376561164855957, 3.298854112625122, 2.7254907308815746e-07]	[12.507684707641602, 11.680442810058594, 4.8835248947143555, 1.1846160888671875, 7.029401779174805, 4.674307823181152, 5.507898330688477, 4.5311784744262695, 11.996650695800781, 6.411468505859375, 3.3163814544677734, 8.835592269897461, 7.169568061828613, 0.9605913162231445, -0.0]	Lori thought about who the girls that all girls attack impresses these teachers . <eos>	[5.545644760131836, 5.410104751586914, 3.863051176071167, 4.377121925354004, 4.843393325805664, 7.0420756340026855, 4.516066551208496, 4.8799896240234375, 5.006800651550293, 4.440456390380859, 3.712247371673584, 3.954807758331299, 6.433293342590332, 4.854674816131592, 2.767493469946203e-07]	[12.507684707641602, 11.680442810058594, 4.8835248947143555, 6.3672685623168945, 4.362496376037598, 5.005002975463867, 8.06466293334961, 5.458398818969727, 5.134280204772949, 11.587849617004395, 5.1678972244262695, 9.45553970336914, 7.8236541748046875, 2.1546783447265625, -0.0]
Beverly has n't forgotten every doctor that a driver is n't escaping from that will confuse those teachers . <eos>	[5.545644283294678, 1.1994855403900146, 4.605571746826172, 3.8271749019622803, 4.037715911865234, 6.374151229858398, 3.629405975341797, 5.4637651443481445, 6.163825988769531, 4.0802998542785645, 5.950558662414551, 5.504133224487305, 2.857801914215088, 3.769541025161743, 5.834704399108887, 4.3230180740356445, 4.127338886260986, 3.6224257946014404, 2.898719549179077, 2.7276246328256093e-07]	[11.605081558227539, 8.639312744140625, 6.937587738037109, 6.143095970153809, 6.8169050216674805, 7.60653829574585, 4.185644149780273, 4.258127212524414, 7.190365314483643, 1.9821052551269531, 5.796273231506348, 12.233543395996094, 1.9163742065429688, 3.865077018737793, 8.693777084350586, 10.698887825012207, 4.961647987365723, 10.393674850463867, 1.177938461303711, -0.0]	Beverly has n't forgotten who every doctor that a driver is n't escaping from will confuse those teachers . <eos>	[5.545644283294678, 1.1994855403900146, 4.605571746826172, 3.8271749019622803, 4.037715911865234, 5.6414875984191895, 6.003651142120361, 4.786365032196045, 5.444031715393066, 6.336908340454102, 3.778491735458374, 5.833779335021973, 5.445018768310547, 2.9198718070983887, 4.043550491333008, 4.909866809844971, 3.676217794418335, 4.056991100311279, 3.145658016204834, 2.7499760335558676e-07]	[11.605081558227539, 8.639312744140625, 6.937587738037109, 6.143095970153809, 5.352038383483887, 8.450347900390625, 7.087189674377441, 6.65093994140625, 4.738115310668945, 7.598058223724365, 1.4967403411865234, 6.327604293823242, 11.753660202026367, 2.2371082305908203, 8.535393714904785, 9.84778881072998, 4.863500595092773, 9.625327110290527, 1.3486404418945312, -0.0]
Christine discovers some coats that Veronica had found that could n't irritate a library . <eos>	[5.545644760131836, 4.993680000305176, 2.8380918502807617, 5.045475482940674, 1.9616588354110718, 4.680481910705566, 4.367593765258789, 5.270184516906738, 3.8608193397521973, 5.308135032653809, 3.897325038909912, 3.9395298957824707, 4.251586437225342, 6.531009197235107, 3.929884433746338, 2.7128240276397264e-07]	[11.552157402038574, 9.385173797607422, 5.794897079467773, 12.074225425720215, 3.1270084381103516, 10.14577865600586, 2.041616439819336, 3.424041748046875, 5.850673675537109, 4.724307060241699, 4.490669250488281, 4.889472961425781, 4.051693916320801, 9.801956176757812, 1.0703935623168945, -0.0]	Christine discovers what some coats that Veronica had found could n't irritate a library . <eos>	[5.545644760131836, 4.993680000305176, 2.8380918502807617, 3.8000409603118896, 5.264645099639893, 3.3442554473876953, 4.632724761962891, 4.448718547821045, 5.166259765625, 3.606832981109619, 3.7625186443328857, 4.111227035522461, 3.921572685241699, 6.782205581665039, 3.895106315612793, 2.7355051201993774e-07]	[11.552157402038574, 9.385173797607422, 5.8582916259765625, 6.299578666687012, 11.657544136047363, 5.634894371032715, 9.936830520629883, 1.7514400482177734, 3.6390247344970703, 7.344819068908691, 5.207659721374512, 5.3474931716918945, 4.21993350982666, 9.597006797790527, 1.1587028503417969, -0.0]
That waitress had n't forgotten every woman that Benjamin did work with that is n't walking through the glacier . <eos>	[5.545644283294678, 5.165494441986084, 4.683906555175781, 5.08237886428833, 4.705831050872803, 4.007225036621094, 6.3700642585754395, 3.676046848297119, 4.346402645111084, 4.785986423492432, 2.617410659790039, 3.004089117050171, 3.480867385864258, 5.776630401611328, 4.670536041259766, 4.830831527709961, 3.8642077445983887, 3.563422203063965, 7.051400184631348, 2.4204187393188477, 2.920846782217268e-07]	[9.64459228515625, 14.798077583312988, 3.797053337097168, 4.987944602966309, 5.88681697845459, 6.680907249450684, 3.7774229049682617, 4.193256378173828, 11.786497116088867, 3.6847944259643555, 8.816645622253418, 2.728914260864258, 4.764646530151367, 5.011643409729004, 3.9897241592407227, 10.719964027404785, 4.395153045654297, 1.2100448608398438, 13.701729774475098, 0.6544647216796875, -0.0]	That waitress had n't forgotten what every woman that Benjamin did work with is n't walking through the glacier . <eos>	[5.545644283294678, 5.165494441986084, 4.683906555175781, 5.08237886428833, 4.705831050872803, 4.007225036621094, 4.101505279541016, 6.312441825866699, 4.511188507080078, 4.391722679138184, 5.0238494873046875, 2.9498677253723145, 3.499967575073242, 3.832228660583496, 5.3411865234375, 5.399822235107422, 4.018182754516602, 3.58091139793396, 6.892967700958252, 2.6221861839294434, 2.9098868026267155e-07]	[9.64459228515625, 14.798077583312988, 3.797053337097168, 4.987944602966309, 5.88681697845459, 2.9611473083496094, 8.150957107543945, 2.809183120727539, 6.147769927978516, 11.558992385864258, 3.553074836730957, 9.132745742797852, 3.464632034301758, 4.910731315612793, 4.1392974853515625, 9.49311637878418, 4.081134796142578, 1.185816764831543, 13.517902374267578, 0.7346401214599609, -0.0]
